id,journalCodeId,entryDate,journalMemo,checkNumber,postingMemo,amount,isCashPosting,referenceNumber,payeeName,payeeNameRaw,payeeNames,userTypeId,leaseId,unitNumber,unitId,buildingName,journalCodeDescription
62711836,1,11/4/2025,#626325-1 3249 Main - Replacement parts for Rheem x1.,,#626325-1 3249 Main - Replacement parts for Rheem x1.,43.99,0,626325-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3249 North Main Avenue,Bill
62712896,8,11/4/2025,"624350-1 - #624350-1 4922 Main 1 - ERPER316543907 x1, RBT41-205 x1, OVEN CONTROL x1 and MOTOR x1.",,"#624350-1 4922 Main 1 - ERPER316543907 x1, RBT41-205 x1, OVEN CONTROL x1 and MOTOR x1.",-181.52,0,624350-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,4922 N. Main Ave.,EFT
62712901,8,11/4/2025,Multiple bills,,#626325-1 3249 Main - Replacement parts for Rheem x1.,-43.99,0,626325-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3249 North Main Avenue,EFT
62712901,8,11/4/2025,Multiple bills,,#626271-1 3249 Main - Furnace control board x1.,-315.26,0,626271-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3249 North Main Avenue,EFT
62712910,8,11/4/2025,625993-1 - #625993-1 1757 NORTH Main - Gas regulator and valve.,,#625993-1 1757 NORTH Main - Gas regulator and valve.,-342.87,0,625993-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,1757 West North Main Avenue,EFT
62793187,1,11/18/2025,#627162-1 1023 Main - WATER VALVE x1.,,#627162-1 1023 Main - WATER VALVE x1.,38.57,0,627162-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,1023 N. Main Ave.,EFT
62793188,1,11/18/2025,#627165-1 1449 Main - Furnace Burner Flame Sensor Rod for Rheem x1.,,#627165-1 1449 Main - Furnace Burner Flame Sensor Rod for Rheem x1.,26.4,0,627165-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,1449 Main Avenue,EFT
62793189,1,11/18/2025,#626996-1 1922 Main 1R - IGNITOR x1.,,#626996-1 1922 Main 1R - IGNITOR x1.,45.64,0,626996-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,1922 South Main Street,EFT
62793190,1,11/18/2025,#627209-1 1922 Main - IGNITOR x1.,,#627209-1 1922 Main - IGNITOR x1.,45.64,0,627209-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,1922 South Main Street,EFT
62793192,1,11/18/2025,#626875-1 1943 Main - Ignitor 5 1/4 Lds x2.,,#626875-1 1943 Main - Ignitor 5 1/4 Lds x2.,70.25,0,626875-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,1943 West Main Avenue,EFT
62793193,1,11/18/2025,#626871-1 2938 Main - SENSOR x2.,,#626871-1 2938 Main - SENSOR x2.,34.33,0,626871-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,2938 North Main Avenue,Check 1295
62793194,1,11/18/2025,"#627167-1 3249 Main - Flame sensor, Ignitor Kit.",,"#627167-1 3249 Main - Flame sensor, Ignitor Kit.",80.64,0,627167-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3249 North Main Avenue,Check 133
62793195,1,11/18/2025,#626870-1 3734 Main - Furnace Burner Flame Sensor Rod for Rheem x2.,,#626870-1 3734 Main - Furnace Burner Flame Sensor Rod for Rheem x2.,52.81,0,626870-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3734 W Main Ave,EFT
62793196,1,11/18/2025,"#627164-1 3818 Main PARK - Furnace parts, ignitor and flame sensor.",,"#627164-1 3818 Main PARK - Furnace parts, ignitor and flame sensor.",205.81,0,627164,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3816 West Main Park Road,EFT
62793487,8,11/18/2025,627162-1 - #627162-1 1023 Main - WATER VALVE x1.,,#627162-1 1023 Main - WATER VALVE x1.,-38.57,0,627162-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,1023 N. Main Ave.,Bill
62793490,8,11/18/2025,Multiple bills,,#626996-1 1922 Main 1R - IGNITOR x1.,-45.64,0,626996-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,1922 South Main Street,Bill
62793490,8,11/18/2025,Multiple bills,,#627209-1 1922 Main - IGNITOR x1.,-45.64,0,627209-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,1922 South Main Street,Bill
62793491,8,11/18/2025,626870-1 - #626870-1 3734 Main - Furnace Burner Flame Sensor Rod for Rheem x2.,,#626870-1 3734 Main - Furnace Burner Flame Sensor Rod for Rheem x2.,-52.81,0,626870-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3734 W Main Ave,Bill
62793492,8,11/18/2025,"627167-1 - #627167-1 3249 Main - Flame sensor, Ignitor Kit.",,"#627167-1 3249 Main - Flame sensor, Ignitor Kit.",-80.64,0,627167-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3249 North Main Avenue,Bill
62793493,8,11/18/2025,627165-1 - #627165-1 1449 Main - Furnace Burner Flame Sensor Rod for Rheem x1.,,#627165-1 1449 Main - Furnace Burner Flame Sensor Rod for Rheem x1.,-26.4,0,627165-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,1449 Main Avenue,Bill
62793495,8,11/18/2025,Multiple bills,,#626875-1 1943 Main - Ignitor 5 1/4 Lds x2.,-70.25,0,626875-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,1943 West Main Avenue,Bill
62793495,8,11/18/2025,Multiple bills,,#626871-1 2938 Main - SENSOR x2.,-34.33,0,626871-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,2938 North Main Avenue,EFT
62793497,8,11/18/2025,"627164 - #627164-1 3818 Main PARK - Furnace parts, ignitor and flame sensor.",,"#627164-1 3818 Main PARK - Furnace parts, ignitor and flame sensor.",-205.81,0,627164,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3816 West Main Park Road,EFT
62831204,1,11/24/2025,#627743-1 3734 Main 2 - SEAL LOWER x1 and SEAL x1.,,#627743-1 3734 Main 2 - SEAL LOWER x1 and SEAL x1.,30.45,0,627743-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3734 W Main Ave,EFT
62831402,8,11/25/2025,627743-1 - #627743-1 3734 Main 2 - SEAL LOWER x1 and SEAL x1.,,#627743-1 3734 Main 2 - SEAL LOWER x1 and SEAL x1.,-30.45,0,627743-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3734 W Main Ave,Bill
63009529,1,12/8/2025,"#628282-1 1023 Main - MOTOR x1, SRS W1071239 x2 and STOP x2.",,"#628282-1 1023 Main - MOTOR x1, SRS W1071239 x2 and STOP x2.",309.48,0,628282-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,1023 N. Main Ave.,Bill
63009530,1,12/8/2025,#628283-1 4856 Main - ERPER285811 x2.,,#628283-1 4856 Main - ERPER285811 x2.,26.42,0,628283-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,4856 N Main Ave,Bill
63009531,1,12/8/2025,#628284-1 3104 Main - WALL x2.,,#628284-1 3104 Main - WALL x2.,76.56,0,628284-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3104 North Main Ave.,Bill
63009808,8,12/9/2025,"628282-1 - #628282-1 1023 Main - MOTOR x1, SRS W1071239 x2 and STOP x2.",,"#628282-1 1023 Main - MOTOR x1, SRS W1071239 x2 and STOP x2.",-309.48,0,628282-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,1023 N. Main Ave.,EFT
63009827,8,12/9/2025,628284-1 - #628284-1 3104 Main - WALL x2.,,#628284-1 3104 Main - WALL x2.,-76.56,0,628284-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3104 North Main Ave.,EFT
63009829,8,12/9/2025,628283-1 - #628283-1 4856 Main - ERPER285811 x2.,,#628283-1 4856 Main - ERPER285811 x2.,-26.42,0,628283-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,4856 N Main Ave,EFT
63048052,1,12/15/2025,#628585-1 2513 Main 2N - FV Sensor Kit x1.,,#628585-1 2513 Main 2N - FV Sensor Kit x1.,59.03,0,628585-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,2513 North Main Street,Bill
63048053,1,12/15/2025,#628582-1 3736 Main - 2 Stage High Pre x1 and AirPressureSwitc WALL x1.,,#628582-1 3736 Main - 2 Stage High Pre x1 and AirPressureSwitc WALL x1.,192.65,0,628582-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3734 W Main Ave,Bill
63048054,1,12/15/2025,#628583-1 4856 Main - ERPER285811 x1.,,#628583-1 4856 Main - ERPER285811 x1.,13.21,0,628583-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,4856 N Main Ave,Bill
63048055,1,12/15/2025,#628847-1 815 Main - T/COUPLE x1 and RBT1980-024 x1.,,#628847-1 815 Main - T/COUPLE x1 and RBT1980-024 x1.,31.39,0,628847-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,815 North Main Avenue,Bill
63048056,1,12/15/2025,#628846-1 3736 Main - SiliconNitrideIg x1.,,#628846-1 3736 Main - SiliconNitrideIg x1.,101.94,0,628846-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3734 W Main Ave,Bill
63048683,8,12/16/2025,628585-1 - #628585-1 2513 Main 2N - FV Sensor Kit x1.,,#628585-1 2513 Main 2N - FV Sensor Kit x1.,-59.03,0,628585-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,2513 North Main Street,EFT
63048685,8,12/16/2025,628583-1 - #628583-1 4856 Main - ERPER285811 x1.,,#628583-1 4856 Main - ERPER285811 x1.,-13.21,0,628583-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,4856 N Main Ave,EFT
63048686,8,12/16/2025,628847-1 - #628847-1 815 Main - T/COUPLE x1 and RBT1980-024 x1.,,#628847-1 815 Main - T/COUPLE x1 and RBT1980-024 x1.,-31.39,0,628847-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,815 North Main Avenue,EFT
63098040,1,12/22/2025,"#629346-1 935 Main - FLAME SENSOR x1, BURNER BRACKET x1 .",,"#629346-1 935 Main - FLAME SENSOR x1, BURNER BRACKET x1 .",181.48,0,629346-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,935 W. Main,EFT
63098041,1,12/22/2025,#629363-1 935 Main - Electrode Ignitor x1.,,#629363-1 935 Main - Electrode Ignitor x1.,81.85,0,629363-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,935 W. Main,Bill
63098042,1,12/22/2025,#629344-1 3736 Main - SiliconNitrideIg x1.,,#629344-1 3736 Main - SiliconNitrideIg x1.,111.6,0,629344-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3734 W Main Ave,Bill
63098043,1,12/22/2025,#629343-1 3746 Main - ER69W43 x2.,,#629343-1 3746 Main - ER69W43 x2.,51.86,0,629343-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3746 West Main Avenue,Bill
63098044,1,12/22/2025,#629345-1 4324 Main - DirectIgnition1 x1 and DirIgn1/2SlowOpe x1.,,#629345-1 4324 Main - DirectIgnition1 x1 and DirIgn1/2SlowOpe x1.,406.97,0,629345-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,4322 North Main Avenue,Bill
63135250,8,12/29/2025,Multiple bills,,#629363-1 935 Main - Electrode Ignitor x1.,-81.85,0,629363-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,935 W. Main,Bill
63135250,8,12/29/2025,Multiple bills,,"#629346-1 935 Main - FLAME SENSOR x1, BURNER BRACKET x1 .",-181.48,0,629346-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,935 W. Main,Bill
63135272,8,12/29/2025,629343-1 - #629343-1 3746 Main - ER69W43 x2.,,#629343-1 3746 Main - ER69W43 x2.,-51.86,0,629343-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3746 West Main Avenue,Bill
63135285,8,12/29/2025,629345-1 - #629345-1 4324 Main - DirectIgnition1 x1 and DirIgn1/2SlowOpe x1.,,#629345-1 4324 Main - DirectIgnition1 x1 and DirIgn1/2SlowOpe x1.,-406.97,0,629345-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,4322 North Main Avenue,Bill
63242866,1,1/5/2026,#629496-1 3734 Main - 120V-PRI 24V-SEC x1 and BOARD PK x1.,,#629496-1 3734 Main - 120V-PRI 24V-SEC x1 and BOARD PK x1.,64.5,0,629496-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3734 W Main Ave,Bill
63242867,1,1/5/2026,#629752-1 3734 Main - OVEN CONTROL x1 and RBT41-205 x2.,,#629752-1 3734 Main - OVEN CONTROL x1 and RBT41-205 x2.,178.92,0,629752-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3734 W Main Ave,Bill
63242868,1,1/5/2026,#630042-1 2200 Main - FLAME SENSOR x2.,,#630042-1 2200 Main - FLAME SENSOR x2.,92.43,0,630042-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,2200 West Main Avenue,Bill
63242869,1,1/5/2026,#630043-1 3104 Main - WALL STOP x2.,,#630043-1 3104 Main - WALL STOP x2.,52.81,0,630043-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3104 North Main Ave.,Bill
63243847,8,1/6/2026,Multiple bills,,#630042-1 2200 Main - FLAME SENSOR x2.,-92.43,0,630042-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,2200 West Main Avenue,EFT
63243847,8,1/6/2026,Multiple bills,,#630043-1 3104 Main - WALL STOP x2.,-52.81,0,630043-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3104 North Main Ave.,EFT
63243871,8,1/6/2026,Multiple bills,,#628846-1 3736 Main - SiliconNitrideIg x1.,-101.94,0,628846-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3734 W Main Ave,EFT
63243871,8,1/6/2026,Multiple bills,,#628582-1 3736 Main - 2 Stage High Pre x1 and AirPressureSwitc WALL x1.,-192.65,0,628582-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3734 W Main Ave,EFT
63243871,8,1/6/2026,Multiple bills,,#629344-1 3736 Main - SiliconNitrideIg x1.,-111.6,0,629344-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3734 W Main Ave,EFT
63243871,8,1/6/2026,Multiple bills,,#629496-1 3734 Main - 120V-PRI 24V-SEC x1 and BOARD PK x1.,-64.5,0,629496-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3734 W Main Ave,EFT
63243871,8,1/6/2026,Multiple bills,,#629752-1 3734 Main - OVEN CONTROL x1 and RBT41-205 x2.,-178.92,0,629752-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3734 W Main Ave,EFT
63287472,1,1/12/2026,#630491-1 1458 Main - IGNITOR x2.,,#630491-1 1458 Main - IGNITOR x2.,91.29,0,630491-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,1458 West Main Avenue,EFT
63292459,8,1/14/2026,630491-1 - #630491-1 1458 Main - IGNITOR x2.,,#630491-1 1458 Main - IGNITOR x2.,-91.29,0,630491-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,1458 West Main Avenue,Bill
63328581,1,1/20/2026,#631182-1 3746 Main - Flame Sensor x1.,,#631182-1 3746 Main - Flame Sensor x1.,103.3,0,631182-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3746 West Main Avenue,Bill
63328583,1,1/20/2026,#631181-1 4500 Main - Flame Sensor x2.,,#631181-1 4500 Main - Flame Sensor x2.,106.5,0,631181-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,4500 W Main Ave,Bill
63329649,8,1/21/2026,631181-1 - #631181-1 4500 Main - Flame Sensor x2.,,#631181-1 4500 Main - Flame Sensor x2.,-106.5,0,631181-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,4500 W Main Ave,EFT
63329656,8,1/21/2026,631182-1 - #631182-1 3746 Main - Flame Sensor x1.,,#631182-1 3746 Main - Flame Sensor x1.,-103.3,0,631182-1,Brevin Automobile Parts Co,Brevin Automobile Parts Co,Brevin Automobile Parts Co,16,0,,,3746 West Main Avenue,EFT
62614355,1,10/28/2025,#1285 1826 Main BLDG - Carpet cleaning.,,#1285 1826 Main BLDG - Carpet cleaning.,100,0,1285,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,1824 North Main Avenue,Bill
62614357,1,10/28/2025,#1282 2048 Main 1R - Ceiling repair.,,#1282 2048 Main 1R - Ceiling repair.,550,0,#1282,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,2048 North Main Avenue,Bill
62614359,1,10/28/2025,#1276 3743 Main CH2 - Turnover painted and cleaned.,,#1276 3743 Main CH2 - Turnover painted and cleaned.,1575,0,1276,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,3743 W. Main,Bill
62614361,1,10/28/2025,#1272 2807 Main 2N - Turnover painted and cleaned.,,#1272 2807 Main 2N - Turnover painted and cleaned.,1925,0,1272,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,3856 W. Main Ave,Bill
62614363,1,10/28/2025,#1286 1630 Main CH - Water damage repair.,,#1286 1630 Main CH - Water damage repair.,860,0,1286,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,1630 West Main Avenue,Bill
62614365,1,10/28/2025,#1287 915 Main 1R - Turnover painted and cleaned.,,#1287 915 Main 1R - Turnover painted and cleaned.,1250,0,1287,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,915 West Main Street,Bill
62620500,8,10/29/2025,Multiple bills,,#1286 1630 Main CH - Water damage repair.,-860,0,1286,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,1630 West Main Avenue,Bill
62620500,8,10/29/2025,Multiple bills,,#1282 2048 Main 1R - Ceiling repair.,-550,0,#1282,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,2048 North Main Avenue,Bill
62620500,8,10/29/2025,Multiple bills,,#1272 2807 Main 2N - Turnover painted and cleaned.,-1925,0,1272,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,3856 W. Main Ave,Bill
62620500,8,10/29/2025,Multiple bills,,#1287 915 Main 1R - Turnover painted and cleaned.,-1250,0,1287,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,915 West Main Street,Bill
62620504,8,10/29/2025,1276 - #1276 3743 Main CH2 - Turnover painted and cleaned.,,#1276 3743 Main CH2 - Turnover painted and cleaned.,-1575,0,1276,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,3743 W. Main,EFT
62620511,8,10/29/2025,1285 - #1285 1826 Main BLDG - Carpet cleaning.,,#1285 1826 Main BLDG - Carpet cleaning.,-100,0,1285,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,1824 North Main Avenue,EFT
62711869,1,11/4/2025,#1284 1826 Main 2FN - Turnover painted and cleaned.,,#1284 1826 Main 2FN - Turnover painted and cleaned.,2625,0,1284,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,1824 North Main Avenue,Bill
62712876,8,11/4/2025,1284 - #1284 1826 Main 2FN - Turnover painted and cleaned.,,#1284 1826 Main 2FN - Turnover painted and cleaned.,-2625,0,1284,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,1824 North Main Avenue,EFT
62760020,1,11/11/2025,#1295 4808 Main 3 - Turnover painted and cleaned.,,#1295 4808 Main 3 - Turnover painted and cleaned.,950,0,1295,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,3734 W Main Ave,EFT
62760021,1,11/11/2025,#1288 4504 Main 2 - Turnover painted and cleaned.,,#1288 4504 Main 2 - Turnover painted and cleaned.,1800,0,1288,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,4500 W Main Ave,EFT
62760032,1,11/11/2025,#1292 2129 Main BLDG - Hallway drywall repair.,,#1292 2129 Main BLDG - Hallway drywall repair.,1500,0,1292,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,2129 North Main Avenue,Bill
62760034,1,11/11/2025,#1296 3238 Main 2 - Couch disposal.,,#1296 3238 Main 2 - Couch disposal.,150,0,1296,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,3238 North Main Street,Bill
62760040,1,11/11/2025,#1261 1509 Main 2N - Sanded floor and varnished.,,#1261 1509 Main 2N - Sanded floor and varnished.,875,0,1261,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,1507 West Main Avenue,Bill
62760042,1,11/11/2025,#1283 1807 Main GARDEN - Drywall and mold repair.,,#1283 1807 Main GARDEN - Drywall and mold repair.,680,0,1283,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,1807 North Main Avenue,Bill
62760044,1,11/11/2025,#1290 2316 Main 2R - Repaired ceiling water damage.,,#1290 2316 Main 2R - Repaired ceiling water damage.,680,0,1290,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,2316 West Main Street,Bill
62760046,1,11/11/2025,#1294 2342 Main 2 - Ceiling repair.,,#1294 2342 Main 2 - Ceiling repair.,700,0,1294,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,2342 N. Main Terrace,Bill
62760048,1,11/11/2025,#1289 2616 Main 2 - Access panel installation.,,#1289 2616 Main 2 - Access panel installation.,80,0,1289,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,2616 West Main,Bill
62760060,1,11/11/2025,#1293 1404 Main 2 - Turnover painted and cleaned.,,#1293 1404 Main 2 - Turnover painted and cleaned.,1900,0,1293,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,1404 N. Main,Bill
62763476,8,11/12/2025,Multiple bills,,#1261 1509 Main 2N - Sanded floor and varnished.,-875,0,1261,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,1507 West Main Avenue,Bill
62763476,8,11/12/2025,Multiple bills,,#1292 2129 Main BLDG - Hallway drywall repair.,-1500,0,1292,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,2129 North Main Avenue,Bill
62763476,8,11/12/2025,Multiple bills,,#1294 2342 Main 2 - Ceiling repair.,-700,0,1294,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,2342 N. Main Terrace,Bill
62763476,8,11/12/2025,Multiple bills,,#1289 2616 Main 2 - Access panel installation.,-80,0,1289,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,2616 West Main,Bill
62763481,8,11/12/2025,Multiple bills,,#1293 1404 Main 2 - Turnover painted and cleaned.,-1900,0,1293,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,1404 N. Main,Bill
62763481,8,11/12/2025,Multiple bills,,#1290 2316 Main 2R - Repaired ceiling water damage.,-680,0,1290,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,2316 West Main Street,Bill
62763487,8,11/12/2025,1295 - #1295 4808 Main 3 - Turnover painted and cleaned.,,#1295 4808 Main 3 - Turnover painted and cleaned.,-950,0,1295,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,3734 W Main Ave,Bill
62763488,8,11/12/2025,1288 - #1288 4504 Main 2 - Turnover painted and cleaned.,,#1288 4504 Main 2 - Turnover painted and cleaned.,-1800,0,1288,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,Family Homes Repair and Maintenance Corp,16,0,,,4500 W Main Ave,Bill
